onet_soc_code,onet_soc_title,nem_code,nem_title,ooh_profile_code,ooh_profile_title,ooh_profile_website,onet_soc_norm
17-3011.00,Architectural and Civil Drafters,17-3011,Architectural and civil drafters,B084,Drafters,https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,17-3011
17-3012.00,Electrical and Electronics Drafters,17-3012,Electrical and electronics drafters,B084,Drafters,https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,17-3012
17-3013.00,Mechanical Drafters,17-3013,Mechanical drafters,B084,Drafters,https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,17-3013
17-3019.00,"Drafters, All Other",17-3019,"Drafters, all other",B084,Drafters,https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,17-3019
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,17-3021,Aerospace engineering and operations technologists and technicians,B334,Aerospace engineering and operations technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineering-and-operations-technicians.htm,17-3021
17-3022.00,Civil Engineering Technologists and Technicians,17-3022,Civil engineering technologists and technicians,B085,Civil engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/civil-engineering-technicians.htm,17-3022
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,17-3023,Electrical and electronic engineering technologists and technicians,B335,Electrical and electronic engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,17-3023
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,17-3024,Electro-mechanical and mechatronics technologists and technicians,B336,Electro-mechanical and mechatronics technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/electro-mechanical-technicians.htm,17-3024
17-3024.01,Robotics Technicians,17-3024,Electro-mechanical and mechatronics technologists and technicians,B336,Electro-mechanical and mechatronics technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/electro-mechanical-technicians.htm,17-3024
17-3025.00,Environmental Engineering Technologists and Technicians,17-3025,Environmental engineering technologists and technicians,B086,Environmental engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineering-technicians.htm,17-3025
17-3026.00,Industrial Engineering Technologists and Technicians,17-3026,Industrial engineering technologists and technicians,B087,Industrial engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/industrial-engineering-technicians.htm,17-3026
17-3026.01,Nanotechnology Engineering Technologists and Technicians,17-3026,Industrial engineering technologists and technicians,B087,Industrial engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/industrial-engineering-technicians.htm,17-3026
17-3027.00,Mechanical Engineering Technologists and Technicians,17-3027,Mechanical engineering technologists and technicians,B088,Mechanical engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineering-technicians.htm,17-3027
17-3027.01,Automotive Engineering Technicians,17-3027,Mechanical engineering technologists and technicians,B088,Mechanical engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineering-technicians.htm,17-3027
17-3028.00,Calibration Technologists and Technicians,17-3028,Calibration technologists and technicians,B402,Calibration technologists and technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/calibration-technologists-and-technicians.htm,17-3028
17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other",17-3029,"Engineering technologists and technicians, except drafters, all other",—,,,17-3029
17-3029.01,Non-Destructive Testing Specialists,17-3029,"Engineering technologists and technicians, except drafters, all other",—,,,17-3029
17-3029.08,Photonics Technicians,17-3029,"Engineering technologists and technicians, except drafters, all other",—,,,17-3029
17-3031.00,Surveying and Mapping Technicians,17-3031,Surveying and mapping technicians,B089,Surveying and mapping technicians,https://www.bls.gov/ooh/architecture-and-engineering/surveying-and-mapping-technicians.htm,17-3031
19-1011.00,Animal Scientists,19-1011,Animal scientists,B090,Agricultural and food scientists,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm,19-1011
19-1012.00,Food Scientists and Technologists,19-1012,Food scientists and technologists,B090,Agricultural and food scientists,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm,19-1012
19-1013.00,Soil and Plant Scientists,19-1013,Soil and plant scientists,B090,Agricultural and food scientists,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm,19-1013
19-1021.00,Biochemists and Biophysicists,19-1021,Biochemists and biophysicists,B093,Biochemists and biophysicists,https://www.bls.gov/ooh/life-physical-and-social-science/biochemists-and-biophysicists.htm,19-1021
19-1022.00,Microbiologists,19-1022,Microbiologists,B094,Microbiologists,https://www.bls.gov/ooh/life-physical-and-social-science/microbiologists.htm,19-1022
19-1023.00,Zoologists and Wildlife Biologists,19-1023,Zoologists and wildlife biologists,B095,Zoologists and wildlife biologists,https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm,19-1023
19-1029.00,"Biological Scientists, All Other",19-1029,"Biological scientists, all other",—,,,19-1029
19-1029.01,Bioinformatics Scientists,19-1029,"Biological scientists, all other",—,,,19-1029
19-1029.02,Molecular and Cellular Biologists,19-1029,"Biological scientists, all other",—,,,19-1029
19-1029.03,Geneticists,19-1029,"Biological scientists, all other",—,,,19-1029
19-1029.04,Biologists,19-1029,"Biological scientists, all other",—,,,19-1029
19-1031.00,Conservation Scientists,19-1031,Conservation scientists,B337,Conservation scientists and foresters,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm,19-1031
19-1031.02,Range Managers,19-1031,Conservation scientists,B337,Conservation scientists and foresters,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm,19-1031
19-1031.03,Park Naturalists,19-1031,Conservation scientists,B337,Conservation scientists and foresters,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm,19-1031
19-1032.00,Foresters,19-1032,Foresters,B337,Conservation scientists and foresters,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm,19-1032
19-1041.00,Epidemiologists,19-1041,Epidemiologists,B096,Epidemiologists,https://www.bls.gov/ooh/life-physical-and-social-science/epidemiologists.htm,19-1041
19-1042.00,"Medical Scientists, Except Epidemiologists",19-1042,"Medical scientists, except epidemiologists",B097,Medical scientists,https://www.bls.gov/ooh/life-physical-and-social-science/medical-scientists.htm,19-1042
19-1099.00,"Life Scientists, All Other",19-1099,"Life scientists, all other",—,,,19-1099
19-2011.00,Astronomers,19-2011,Astronomers,B098,Physicists and astronomers,https://www.bls.gov/ooh/life-physical-and-social-science/physicists-and-astronomers.htm,19-2011
19-2012.00,Physicists,19-2012,Physicists,B098,Physicists and astronomers,https://www.bls.gov/ooh/life-physical-and-social-science/physicists-and-astronomers.htm,19-2012
19-2021.00,Atmospheric and Space Scientists,19-2021,Atmospheric and space scientists,B005,"Atmospheric scientists, including meteorologists",https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,19-2021
19-2031.00,Chemists,19-2031,Chemists,B099,Chemists and materials scientists,https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,19-2031
19-2032.00,Materials Scientists,19-2032,Materials scientists,B099,Chemists and materials scientists,https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,19-2032
19-2041.00,"Environmental Scientists and Specialists, Including Health",19-2041,"Environmental scientists and specialists, including health",B100,Environmental scientists and specialists,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,19-2041
19-2041.01,Climate Change Policy Analysts,19-2041,"Environmental scientists and specialists, including health",B100,Environmental scientists and specialists,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,19-2041
19-2041.02,Environmental Restoration Planners,19-2041,"Environmental scientists and specialists, including health",B100,Environmental scientists and specialists,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,19-2041
19-2041.03,Industrial Ecologists,19-2041,"Environmental scientists and specialists, including health",B100,Environmental scientists and specialists,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,19-2041
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",19-2042,"Geoscientists, except hydrologists and geographers",B101,Geoscientists,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,19-2042
19-2043.00,Hydrologists,19-2043,Hydrologists,B102,Hydrologists,https://www.bls.gov/ooh/life-physical-and-social-science/hydrologists.htm,19-2043
19-2099.00,"Physical Scientists, All Other",19-2099,"Physical scientists, all other",—,,,19-2099
19-2099.01,Remote Sensing Scientists and Technologists,19-2099,"Physical scientists, all other",—,,,19-2099
19-3011.00,Economists,19-3011,Economists,B006,Economists,https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm,19-3011
19-3011.01,Environmental Economists,19-3011,Economists,B006,Economists,https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm,19-3011
19-3022.00,Survey Researchers,19-3022,Survey researchers,B104,Survey researchers,https://www.bls.gov/ooh/life-physical-and-social-science/survey-researchers.htm,19-3022
19-3032.00,Industrial-Organizational Psychologists,19-3032,Industrial-organizational psychologists,B105,Psychologists,https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,19-3032
19-3033.00,Clinical and Counseling Psychologists,19-3033,Clinical and counseling psychologists,B105,Psychologists,https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,19-3033
19-3034.00,School Psychologists,19-3034,School psychologists,B105,Psychologists,https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,19-3034
19-3039.00,"Psychologists, All Other",19-3039,"Psychologists, all other",B105,Psychologists,https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,19-3039
19-3039.02,Neuropsychologists,19-3039,"Psychologists, all other",B105,Psychologists,https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,19-3039
19-3039.03,Clinical Neuropsychologists,19-3039,"Psychologists, all other",B105,Psychologists,https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,19-3039
19-3041.00,Sociologists,19-3041,Sociologists,B106,Sociologists,https://www.bls.gov/ooh/life-physical-and-social-science/sociologists.htm,19-3041
19-3051.00,Urban and Regional Planners,19-3051,Urban and regional planners,B107,Urban and regional planners,https://www.bls.gov/ooh/life-physical-and-social-science/urban-and-regional-planners.htm,19-3051
19-3091.00,Anthropologists and Archeologists,19-3091,Anthropologists and archeologists,B108,Anthropologists and archeologists,https://www.bls.gov/ooh/life-physical-and-social-science/anthropologists-and-archeologists.htm,19-3091
19-3092.00,Geographers,19-3092,Geographers,B340,Geographers,https://www.bls.gov/ooh/life-physical-and-social-science/geographers.htm,19-3092
19-3093.00,Historians,19-3093,Historians,B341,Historians,https://www.bls.gov/ooh/life-physical-and-social-science/historians.htm,19-3093
19-3094.00,Political Scientists,19-3094,Political scientists,B109,Political scientists,https://www.bls.gov/ooh/life-physical-and-social-science/political-scientists.htm,19-3094
